(0,0,0),00,1162
01,7
02,13
03,13
04,16
05,27
06,40
07,15
08,15
09,7
10,11
11,8
12,9
13,15
14,9
15,12
16,11
17,11
18,9
19,4
20,10
21,10
22,25
(0,0,1),00,1137
01,8
02,4
03,10
04,11
05,19
06,31
07,15
08,18
09,7
10,7
11,12
12,11
13,9
14,10
15,13
16,27
17,7
18,10
19,9
20,22
21,28
22,15
(0,0,2),00,1128
01,14
02,19
03,8
04,8
05,14
06,48
07,11
08,15
09,5
10,12
11,17
12,7
13,15
14,12
15,14
16,13
17,11
18,13
19,9
20,8
21,13
22,17
(0,0,3),00,1158
01,9
02,5
03,13
04,16
05,18
06,43
07,17
08,10
09,6
10,10
11,8
12,9
13,6
14,8
15,13
16,11
17,12
18,10
19,9
20,11
21,12
22,6
(0,1,0),00,1102
01,5
02,7
03,11
04,6
05,23
06,31
07,11
08,17
09,13
10,7
11,7
12,12
13,11
14,4
15,14
16,17
17,15
18,11
19,12
20,15
21,13
22,13
(0,1,1),00,1107
01,13
02,16
03,5
04,12
05,14
06,37
07,10
08,13
09,11
10,10
11,10
12,15
13,8
14,11
15,8
16,8
17,13
18,11
19,15
20,13
21,12
22,15
(0,1,2),00,1104
01,6
02,12
03,9
04,8
05,17
06,44
07,13
08,14
09,13
10,11
11,14
12,9
13,9
14,9
15,19
16,17
17,10
18,7
19,13
20,22
21,8
22,23
(0,1,3),00,1095
01,10
02,9
03,8
04,12
05,16
06,48
07,13
08,12
09,12
10,7
11,16
12,4
13,10
14,11
15,11
16,12
17,17
18,3
19,9
20,9
21,15
22,13
(0,2,0),00,1094
01,10
02,7
03,10
04,13
05,12
06,43
07,11
08,13
09,13
10,8
11,7
12,21
13,12
14,14
15,16
16,11
17,13
18,4
19,14
20,19
21,13
22,14
(0,2,1),00,1041
01,11
02,8
03,9
04,9
05,9
06,41
07,10
08,16
09,12
10,9
11,9
12,8
13,16
14,10
15,15
16,14
17,7
18,9
19,11
20,18
21,18
22,14
(0,2,2),00,1081
01,11
02,11
03,4
04,8
05,15
06,35
07,12
08,18
09,11
10,10
11,12
12,9
13,12
14,9
15,17
16,12
17,9
18,8
19,4
20,15
21,16
22,15
(0,2,3),00,1069
01,9
02,9
03,9
04,10
05,19
06,36
07,13
08,19
09,15
10,8
11,11
12,7
13,12
14,8
15,12
16,13
17,9
18,3
19,12
20,17
21,16
22,14
(0,3,0),00,1124
01,10
02,13
03,11
04,7
05,25
06,39
07,13
08,18
09,9
10,13
11,8
12,15
13,11
14,7
15,14
16,12
17,10
18,13
19,7
20,20
21,10
22,13
(0,3,1),00,1093
01,11
02,7
03,9
04,9
05,18
06,49
07,15
08,15
09,3
10,8
11,10
12,8
13,13
14,14
15,19
16,13
17,8
18,12
19,8
20,21
21,15
22,18
(0,3,2),00,1077
01,8
02,17
03,8
04,10
05,8
06,36
