(0,0,0),00,29
01,0
02,0
03,0
04,0
05,1
06,0
07,1
08,0
09,0
10,0
11,0
12,1
13,1
14,0
15,0
16,0
17,1
18,0
19,0
20,1
21,1
22,0
(0,0,1),00,29
01,0
02,2
03,0
04,0
05,0
06,1
07,0
08,0
09,0
10,0
11,0
12,0
13,1
14,0
15,0
16,0
17,0
18,1
19,0
20,0
21,0
22,0
(0,0,2),00,24
01,1
02,1
03,1
04,0
05,1
06,1
07,1
08,0
09,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,1
19,0
20,1
21,0
22,1
(0,0,3),00,19
01,0
02,0
03,1
04,0
05,0
06,1
07,0
08,0
09,0
10,0
11,0
12,0
13,1
14,1
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
(0,1,0),00,28
01,0
02,0
03,0
04,1
05,0
06,2
07,0
08,0
09,0
10,0
11,0
12,0
13,0
14,0
15,0
16,1
17,0
18,0
19,0
20,0
21,1
22,0
(0,1,1),00,24
01,1
02,0
03,1
04,0
05,0
06,1
07,0
08,0
09,1
10,1
11,0
12,0
13,0
14,1
15,1
16,1
17,0
18,0
19,0
20,0
21,0
22,0
(0,1,2),00,28
01,0
02,1
03,0
04,0
05,0
06,0
07,0
08,0
09,0
10,0
11,0
12,1
13,0
14,0
15,0
16,1
17,1
18,0
19,0
20,0
21,0
22,1
(0,1,3),00,27
01,0
02,0
03,0
04,0
05,0
06,1
07,0
08,0
09,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,1
20,0
21,0
22,0
(0,2,0),00,19
01,0
02,1
03,0
04,1
05,0
06,1
07,0
08,0
09,0
10,0
11,2
12,1
13,0
14,1
15,0
16,0
17,0
18,0
19,0
20,0
21,1
22,2
(0,2,1),00,24
01,0
02,0
03,0
04,0
05,0
06,0
07,0
08,0
09,0
10,0
11,1
12,0
13,0
14,1
15,0
16,0
17,0
18,0
19,0
20,1
21,0
22,1
(0,2,2),00,20
01,0
02,0
03,0
04,1
05,0
06,1
07,0
08,0
09,1
10,0
11,0
12,1
13,1
14,0
15,0
16,0
17,1
18,0
19,0
20,0
21,0
22,2
(0,2,3),00,24
01,1
02,0
03,1
04,0
05,0
06,0
07,0
08,0
09,0
10,0
11,0
12,0
13,0
14,1
15,0
16,1
17,0
18,0
19,1
20,3
21,2
22,1
(0,3,0),00,27
01,1
02,1
03,0
04,0
05,0
06,0
07,0
08,0
09,1
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,1
22,0
(0,3,1),00,20
01,0
02,0
03,0
04,0
05,0
06,0
07,0
08,0
09,0
10,1
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,2
(0,3,2),00,25
01,0
02,0
03,0
04,0
05,0
06,0
07,0
08,0
09,0
10,0
11,0
12,0
13,1
14,0
15,1
16,0
17,0
18,0
19,0
20,0
21,1
22,0
(0,3,3),00,21
01,1
02,0
03,0
04,0
05,0
06,0
07,1
08,0
09,0
10,0
11,0
12,0
13,0
14,1
15,0
16,0
17,1
18,0
19,0
20,0
21,0
22,0
(1,0,0),00,15
01,0
02,0
03,0
04,0
05,1
06,0
07,0
08,1
09,0
10,0
11,0
12,1
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
(1,0,1),00,24
01,0
02,0
03,2
04,0
05,1
06,0
07,0
08,0
09,0
10,0
11,0
12,1
13,0
14,1
15,0
16,0
17,1
18,0
19,0
20,0
21,0
22,1
