(0,0,0),00,97
01,0
02,0
03,0
04,1
05,0
06,2
07,2
08,2
09,2
10,2
11,1
12,0
13,1
14,0
15,1
16,0
17,1
18,1
19,3
20,2
21,2
22,3
(0,0,1),00,103
01,0
02,0
03,1
04,1
05,3
06,3
07,0
08,0
09,0
10,3
11,1
12,3
13,0
14,1
15,1
16,0
17,1
18,2
19,0
20,0
21,1
22,1
(0,0,2),00,111
01,2
02,2
03,0
04,0
05,2
06,5
07,1
08,3
09,2
10,2
11,2
12,2
13,0
14,0
15,1
16,0
17,1
18,0
19,0
20,1
21,2
22,3
(0,0,3),00,113
01,0
02,2
03,3
04,0
05,2
06,3
07,1
08,1
09,1
10,2
11,0
12,2
13,1
14,2
15,1
16,0
17,0
18,1
19,0
20,1
21,2
22,5
(0,1,0),00,105
01,1
02,1
03,1
04,1
05,0
06,6
07,3
08,0
09,1
10,0
11,1
12,4
13,1
14,3
15,3
16,2
17,0
18,0
19,0
20,2
21,3
22,1
(0,1,1),00,129
01,1
02,2
03,3
04,3
05,1
06,2
07,2
08,2
09,0
10,2
11,0
12,2
13,1
14,1
15,3
16,1
17,0
18,2
19,4
20,2
21,2
22,2
(0,1,2),00,122
01,3
02,0
03,2
04,4
05,1
06,3
07,1
08,1
09,3
10,0
11,1
12,0
13,1
14,1
15,2
16,0
17,2
18,0
19,1
20,0
21,2
22,3
(0,1,3),00,119
01,0
02,3
03,3
04,2
05,2
06,4
07,0
08,2
09,0
10,2
11,2
12,2
13,4
14,3
15,3
16,0
17,1
18,1
19,0
20,1
21,0
22,1
(0,2,0),00,98
01,2
02,1
03,1
04,1
05,1
06,4
07,5
08,0
09,0
10,1
11,1
12,1
13,1
14,0
15,0
16,0
17,1
18,0
19,1
20,1
21,0
22,0
(0,2,1),00,119
01,1
02,1
03,0
04,1
05,0
06,4
07,1
08,3
09,2
10,0
11,1
12,0
13,2
14,0
15,4
16,0
17,2
18,1
19,2
20,1
21,0
22,0
(0,2,2),00,99
01,1
02,0
03,2
04,1
05,1
06,8
07,0
08,3
09,1
10,0
11,2
12,0
13,1
14,0
15,2
16,0
17,1
18,0
19,1
20,1
21,0
22,1
(0,2,3),00,110
01,0
02,2
03,3
04,0
05,1
06,7
07,2
08,0
09,2
10,1
11,2
12,2
13,0
14,0
15,0
16,1
17,2
18,1
19,0
20,0
21,1
22,1
(0,3,0),00,103
01,0
02,0
03,3
04,0
05,3
06,0
07,1
08,3
09,1
10,2
11,1
12,0
13,2
14,1
15,0
16,2
17,1
18,2
19,2
20,1
21,2
22,1
(0,3,1),00,114
01,1
02,3
03,2
04,0
05,0
06,5
07,1
08,1
09,0
10,2
11,1
12,0
13,3
14,1
15,0
16,2
17,3
18,2
19,0
20,1
21,1
22,1
(0,3,2),00,122
01,2
02,1
03,0
04,0
05,2
06,6
07,2
08,3
09,0
10,3
11,2
12,2
13,1
14,2
15,2
16,0
17,0
18,2
19,1
20,4
21,2
22,0
(0,3,3),00,100
01,3
02,1
03,1
04,0
05,1
06,2
07,0
08,1
09,0
10,0
11,0
12,1
13,1
14,0
15,3
16,0
17,2
18,1
19,1
20,0
21,2
22,0
(1,0,0),00,116
01,2
02,0
03,3
04,0
05,1
06,5
07,2
08,3
09,1
10,1
11,1
12,1
13,1
14,1
15,2
16,4
17,0
18,1
19,1
20,1
21,0
22,2
(1,0,1),00,95
01,1
02,0
03,0
04,2
05,1
06,5
07,2
08,1
09,1
10,1
11,1
12,0
13,2
14,1
15,1
16,0
17,1
18,2
19,2
20,1
21,0
22,2
